id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B cell|B cell	B cell|CD4T cell	B cell|CD8T cell	B cell|MNPa(mono)	B cell|MNPb(mono)	B cell|MNPc(DC)	B cell|MNPd(Mac)	B cell|Mast cell	B cell|NK cell	B cell|NKT cell	B cell|Neutrophil	B cell|pDC	CD4T cell|B cell	CD4T cell|CD4T cell	CD4T cell|CD8T cell	CD4T cell|MNPa(mono)	CD4T cell|MNPb(mono)	CD4T cell|MNPc(DC)	CD4T cell|MNPd(Mac)	CD4T cell|Mast cell	CD4T cell|NK cell	CD4T cell|NKT cell	CD4T cell|Neutrophil	CD4T cell|pDC	CD8T cell|B cell	CD8T cell|CD4T cell	CD8T cell|CD8T cell	CD8T cell|MNPa(mono)	CD8T cell|MNPb(mono)	CD8T cell|MNPc(DC)	CD8T cell|MNPd(Mac)	CD8T cell|Mast cell	CD8T cell|NK cell	CD8T cell|NKT cell	CD8T cell|Neutrophil	CD8T cell|pDC	MNPa(mono)|B cell	MNPa(mono)|CD4T cell	MNPa(mono)|CD8T cell	MNPa(mono)|MNPa(mono)	MNPa(mono)|MNPb(mono)	MNPa(mono)|MNPc(DC)	MNPa(mono)|MNPd(Mac)	MNPa(mono)|Mast cell	MNPa(mono)|NK cell	MNPa(mono)|NKT cell	MNPa(mono)|Neutrophil	MNPa(mono)|pDC	MNPb(mono)|B cell	MNPb(mono)|CD4T cell	MNPb(mono)|CD8T cell	MNPb(mono)|MNPa(mono)	MNPb(mono)|MNPb(mono)	MNPb(mono)|MNPc(DC)	MNPb(mono)|MNPd(Mac)	MNPb(mono)|Mast cell	MNPb(mono)|NK cell	MNPb(mono)|NKT cell	MNPb(mono)|Neutrophil	MNPb(mono)|pDC	MNPc(DC)|B cell	MNPc(DC)|CD4T cell	MNPc(DC)|CD8T cell	MNPc(DC)|MNPa(mono)	MNPc(DC)|MNPb(mono)	MNPc(DC)|MNPc(DC)	MNPc(DC)|MNPd(Mac)	MNPc(DC)|Mast cell	MNPc(DC)|NK cell	MNPc(DC)|NKT cell	MNPc(DC)|Neutrophil	MNPc(DC)|pDC	MNPd(Mac)|B cell	MNPd(Mac)|CD4T cell	MNPd(Mac)|CD8T cell	MNPd(Mac)|MNPa(mono)	MNPd(Mac)|MNPb(mono)	MNPd(Mac)|MNPc(DC)	MNPd(Mac)|MNPd(Mac)	MNPd(Mac)|Mast cell	MNPd(Mac)|NK cell	MNPd(Mac)|NKT cell	MNPd(Mac)|Neutrophil	MNPd(Mac)|pDC	Mast cell|B cell	Mast cell|CD4T cell	Mast cell|CD8T cell	Mast cell|MNPa(mono)	Mast cell|MNPb(mono)	Mast cell|MNPc(DC)	Mast cell|MNPd(Mac)	Mast cell|Mast cell	Mast cell|NK cell	Mast cell|NKT cell	Mast cell|Neutrophil	Mast cell|pDC	NK cell|B cell	NK cell|CD4T cell	NK cell|CD8T cell	NK cell|MNPa(mono)	NK cell|MNPb(mono)	NK cell|MNPc(DC)	NK cell|MNPd(Mac)	NK cell|Mast cell	NK cell|NK cell	NK cell|NKT cell	NK cell|Neutrophil	NK cell|pDC	NKT cell|B cell	NKT cell|CD4T cell	NKT cell|CD8T cell	NKT cell|MNPa(mono)	NKT cell|MNPb(mono)	NKT cell|MNPc(DC)	NKT cell|MNPd(Mac)	NKT cell|Mast cell	NKT cell|NK cell	NKT cell|NKT cell	NKT cell|Neutrophil	NKT cell|pDC	Neutrophil|B cell	Neutrophil|CD4T cell	Neutrophil|CD8T cell	Neutrophil|MNPa(mono)	Neutrophil|MNPb(mono)	Neutrophil|MNPc(DC)	Neutrophil|MNPd(Mac)	Neutrophil|Mast cell	Neutrophil|NK cell	Neutrophil|NKT cell	Neutrophil|Neutrophil	Neutrophil|pDC	pDC|B cell	pDC|CD4T cell	pDC|CD8T cell	pDC|MNPa(mono)	pDC|MNPb(mono)	pDC|MNPc(DC)	pDC|MNPd(Mac)	pDC|Mast cell	pDC|NK cell	pDC|NKT cell	pDC|Neutrophil	pDC|pDC
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	NRP1	VEGFB	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.07	0.21	0.06	0.077	0.088	0.213	0	0.052	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0.091	0.05	0.19	0.039	0.057	0.067	0.193	0	0.032	0	0	0.32	0.091	0.049	0.189	0.039	0.057	0.067	0.193	0	0.031	0	0	0.319	0.114	0.073	0.213	0.063	0.08	0.091	0.216	0	0.055	0	0	0.343	0.536	0.495	0.635	0.484	0.502	0.512	0.638	0	0.477	0	0	0.765	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.048	0.188	0.038	0.055	0.066	0.192	0	0.03	0	0	0.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296	0.254	0.394	0.244	0.262	0.272	0.398	0	0.236	0	0	0.524
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0.103	0.243	0.092	0.11	0.121	0.246	0	0.085	0	0	0.373	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0.072	0.212	0.062	0.079	0.09	0.216	0	0.054	0	0	0.342	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.093	0.233	0.083	0.101	0.111	0.237	0	0.075	0	0	0.363	0.178	0.136	0.276	0.126	0.143	0.154	0.279	0	0.118	0	0	0.406	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0.046	0.185	0.035	0.053	0.063	0.189	0	0.027	0	0	0.315	0.139	0.098	0.238	0.087	0.105	0.115	0.241	0	0.079	0	0	0.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ADRB2	VEGFB	True	True	False	InnateDB-All	False	0.107	0.065	0.205	0.055	0.073	0.083	0.209	0	0.047	0	0	0.335	0.263	0.221	0.361	0.211	0.229	0.239	0.365	0	0.203	0	0	0.491	0.286	0.245	0.384	0.234	0.252	0.262	0.388	0	0.226	0	0	0.515	0.094	0.052	0.192	0.042	0.059	0.07	0.196	0	0.034	0	0	0.322	0.14	0.098	0.238	0.088	0.105	0.116	0.242	0	0.08	0	0	0.368	0.164	0.123	0.263	0.112	0.13	0.14	0.266	0	0.105	0	0	0.393	0.107	0.065	0.205	0.055	0.073	0.083	0.209	0	0.047	0	0	0.335	1.04	0.999	1.139	0.988	1.006	1.016	1.142	0	0.981	0	0	1.269	0.602	0.56	0.7	0.55	0.567	0.578	0.703	0	0.542	0	0	0.83	0.693	0.652	0.792	0.641	0.659	0.669	0.795	0	0.634	0	0	0.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	NRP1	SEMA3A	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0.025	0	0	0	0	0	0	0	0	0.02	0	0	0.025	0	0	0	0	0	0	0	0	0.044	0	0	0.048	0	0	0	0	0	0	0	0	0.466	0	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0.23	0	0	0	0	0	0	0
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		SEMA3A	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0.011	0	0	0	0	0	0	0	0	0.015	0	0	0.019	0	0	0	0	0	0	0	0	0.044	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0.018	0	0	0	0	0	0	0	0	0.014	0	0	0.018	0	0	0	0	0	0	0	0	0.041	0	0	0.045	0	0	0	0	0	0	0	0	0.204	0	0	0.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0.064	0	0	0	0	0	0	0
CPI-CS0AA769F5B	PlexinA3_complex1_SEMA3A	complex:PlexinA3_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0.031	0	0	0	0	0	0	0	0	0.014	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0	0	0.089	0	0	0	0	0	0	0
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0.23	0	0	0	0	0	0	0
CPI-SS0F15C1AB3	NRP2_SEMA3F	simple:O60462	simple:Q13275	NRP2	SEMA3F	True	True	False	curated	False	0.037	0.044	0.086	0	0	0.038	0	0	0.04	0	0	0	0.062	0.069	0.111	0	0	0.063	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0.028	0.07	0	0	0.022	0	0	0.024	0	0	0	0.041	0.049	0.09	0	0	0.043	0	0	0.044	0	0	0	0.112	0.119	0.161	0	0	0.113	0	0	0.115	0	0	0	0.077	0.084	0.126	0	0	0.078	0	0	0.08	0	0	0	0.048	0.055	0.097	0	0	0.049	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.107	0.149	0	0	0.101	0	0	0.103	0	0	0
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	True	True	False	curated	False	0	0	0	0.052	0.089	0.053	0	0	0	0	0	0.202	0	0	0	0.077	0.113	0.078	0	0	0	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0.072	0.037	0	0	0	0	0	0.185	0	0	0	0.056	0.093	0.058	0	0	0	0	0	0.206	0	0	0	0.127	0.164	0.128	0	0	0	0	0	0.277	0	0	0	0.092	0.129	0.093	0	0	0	0	0	0.242	0	0	0	0.063	0.1	0.064	0	0	0	0	0	0.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.152	0.116	0	0	0	0	0	0.265
CPI-CS0C9EE65C2	FcRn complex_ALB	complex:FcRn complex	simple:P02768		ALB	True	True	False	curated	False	0.327	0.601	0.535	0.267	0	0.284	0	0	0.29	0.353	1.097	0	0.218	0.493	0.427	0.159	0	0.176	0	0	0.182	0.245	0.988	0	0.168	0.443	0.377	0.109	0	0.126	0	0	0.132	0.195	0.938	0	2.108	2.383	2.317	2.049	0	2.066	0	0	2.072	2.135	2.878	0	1.639	1.913	1.847	1.579	0	1.596	0	0	1.602	1.665	2.409	0	1.777	2.052	1.986	1.718	0	1.735	0	0	1.741	1.804	2.547	0	6.697	6.972	6.906	6.638	0	6.655	0	0	6.661	6.724	7.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0.378	0.313	0.044	0	0.061	0	0	0.067	0.13	0.874	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33	1.605	1.539	1.271	0	1.288	0	0	1.294	1.357	2.1	0	1.042	1.317	1.251	0.983	0	1	0	0	1.006	1.069	1.812	0
CPI-CS0210859AB	GMCSFR_CSF2	complex:GMCSFR	simple:P04141		CSF2	True	True	False	curated	False	0	0.091	0	0	0	0	0	0	0.055	0	0	0	0	0.302	0	0	0	0	0	0	0.266	0	0	0	0	0.125	0	0	0	0	0	0	0.089	0	0	0	0	0.376	0	0	0	0	0	0	0.34	0	0	0	0	0.254	0	0	0	0	0	0	0.217	0	0	0	0	0.154	0	0	0	0	0	0	0.118	0	0	0	0	0.175	0	0	0	0	0	0	0.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427	0	0	0	0	0	0	0.39	0	0	0
CPI-SS0CBAA9BCC	HLA-A_KIR3DL1	simple:HLAA	simple:P43629	HLA-A	KIR3DL1	False	True	True	curated	False	0	0	0	0	0	0	0	0	9.601	0	0	0	0	0	0	0	0	0	0	0	14.712	0	0	0	0	0	0	0	0	0	0	0	19.947	0	0	0	0	0	0	0	0	0	0	0	10.033	0	0	0	0	0	0	0	0	0	0	0	11.39	0	0	0	0	0	0	0	0	0	0	0	8.134	0	0	0	0	0	0	0	0	0	0	0	8.736	0	0	0	0	0	0	0	0	0	0	0	3.881	0	0	0	0	0	0	0	0	0	0	0	21.854	0	0	0	0	0	0	0	0	0	0	0	21.896	0	0	0	0	0	0	0	0	0	0	0	9.465	0	0	0	0	0	0	0	0	0	0	0	5.767	0	0	0
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	0	0	0	0	0	0	0	0	0.457	0	0	0	0	0	0	0	0	0	0	0	1.285	0	0	0	0	0	0	0	0	0	0	0	1.586	0	0	0	0	0	0	0	0	0	0	0	0.608	0	0	0	0	0	0	0	0	0	0	0	0.697	0	0	0	0	0	0	0	0	0	0	0	0.407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.947	0	0	0	0	0	0	0	0	0	0	0	1.595	0	0	0	0	0	0	0	0	0	0	0	0.506	0	0	0	0	0	0	0	0	0	0	0	0.316	0	0	0
CPI-SS0BDD10277	HLA-F_KIR3DL2	simple:P30511	simple:P43630	HLA-F	KIR3DL2	False	False	True	curated	False	0	0	0.283	0.271	0	0	0	0.299	0.791	0.437	0	0	0	0	1.111	1.099	0	0	0	1.127	1.619	1.265	0	0	0	0	1.412	1.4	0	0	0	1.429	1.92	1.566	0	0	0	0	0.434	0.422	0	0	0	0.45	0.942	0.588	0	0	0	0	0.523	0.511	0	0	0	0.54	1.031	0.677	0	0	0	0	0.233	0.221	0	0	0	0.25	0.741	0.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.773	1.761	0	0	0	1.79	2.281	1.927	0	0	0	0	1.421	1.409	0	0	0	1.437	1.929	1.575	0	0	0	0	0.332	0.32	0	0	0	0.349	0.84	0.486	0	0	0	0	0.142	0.13	0	0	0	0.158	0.65	0.296	0	0
CPI-SS0987A89AE	HLA-B_KIR3DL2	simple:HLAB	simple:P43630	HLA-B	KIR3DL2	False	True	True	curated	False	0	0	14.374	14.362	0	0	0	14.39	14.882	14.528	0	0	0	0	18.802	18.79	0	0	0	18.819	19.31	18.956	0	0	0	0	28.205	28.193	0	0	0	28.221	28.713	28.359	0	0	0	0	19.152	19.14	0	0	0	19.169	19.66	19.306	0	0	0	0	23.288	23.276	0	0	0	23.305	23.796	23.443	0	0	0	0	15.773	15.761	0	0	0	15.789	16.281	15.927	0	0	0	0	13.579	13.567	0	0	0	13.596	14.087	13.733	0	0	0	0	3.372	3.36	0	0	0	3.388	3.88	3.526	0	0	0	0	32.911	32.899	0	0	0	32.927	33.419	33.065	0	0	0	0	35.336	35.324	0	0	0	35.352	35.844	35.49	0	0	0	0	30.917	30.905	0	0	0	30.934	31.425	31.071	0	0	0	0	17.137	17.125	0	0	0	17.153	17.645	17.291	0	0
CPI-SS0A76A8E97	HLA-F_LILRB2	simple:P30511	simple:Q8N423	HLA-F	LILRB2	False	False	True	curated	False	0	0.477	0	1.074	2.857	0.503	0.393	0	0	0	1.1	0.684	0	1.305	0	1.902	3.685	1.331	1.221	0	0	0	1.928	1.512	0	1.606	0	2.203	3.987	1.632	1.522	0	0	0	2.229	1.814	0	0.628	0	1.225	3.009	0.654	0.544	0	0	0	1.251	0.836	0	0.718	0	1.314	3.098	0.744	0.633	0	0	0	1.34	0.925	0	0.428	0	1.024	2.808	0.454	0.343	0	0	0	1.05	0.635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.968	0	2.564	4.348	1.994	1.883	0	0	0	2.59	2.175	0	1.615	0	2.212	3.996	1.641	1.531	0	0	0	2.238	1.822	0	0.526	0	1.123	2.907	0.552	0.442	0	0	0	1.149	0.734	0	0.336	0	0.933	2.716	0.362	0.252	0	0	0	0.959	0.543
CPI-SS0EAB03260	CD1D_LILRB2	simple:P15813	simple:Q8N423	CD1D	LILRB2	False	False	True	curated	False	0	0.304	0	0.9	2.684	0.33	0.219	0	0	0	0.926	0.511	0	0.223	0	0.82	2.603	0.249	0.139	0	0	0	0.846	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647	0	1.243	3.027	0.673	0.562	0	0	0	1.269	0.854	0	0.344	0	0.94	2.724	0.37	0.259	0	0	0	0.967	0.551	0	0.461	0	1.058	2.841	0.487	0.376	0	0	0	1.084	0.668	0	0.284	0	0.881	2.664	0.31	0.199	0	0	0	0.907	0.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0.817	2.601	0.246	0.136	0	0	0	0.843	0.427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0DBA81CCF	HLA-G_LILRB2	simple:P17693	simple:Q8N423	HLA-G	LILRB2	False	True	True	curated	False	0	0.343	0	0.939	2.723	0.368	0.258	0	0	0	0.965	0.55	0	0.806	0	1.403	3.186	0.832	0.722	0	0	0	1.429	1.013	0	0.707	0	1.303	3.087	0.733	0.622	0	0	0	1.329	0.914	0	0.422	0	1.018	2.802	0.448	0.337	0	0	0	1.045	0.629	0	0.342	0	0.939	2.723	0.368	0.258	0	0	0	0.965	0.55	0	0.39	0	0.987	2.77	0.416	0.306	0	0	0	1.013	0.597	0	0.231	0	0.828	2.612	0.257	0.147	0	0	0	0.854	0.439	0	0.374	0	0.97	2.754	0.399	0.289	0	0	0	0.996	0.581	0	0.47	0	1.066	2.85	0.496	0.385	0	0	0	1.092	0.677	0	0.577	0	1.174	2.958	0.603	0.493	0	0	0	1.2	0.784	0	0.526	0	1.123	2.907	0.552	0.442	0	0	0	1.149	0.734	0	0.336	0	0.933	2.716	0.362	0.252	0	0	0	0.959	0.543
CPI-SS00150FB64	HLA-F_LILRB1	simple:P30511	simple:Q8NHL6	HLA-F	LILRB1	True	False	True	curated	False	0.331	0.413	0	0.617	1.025	0.403	0.278	0	0.294	0.46	0	0.622	1.159	1.241	0	1.445	1.853	1.231	1.106	0	1.122	1.288	0	1.45	1.46	1.543	0	1.746	2.155	1.533	1.407	0	1.423	1.589	0	1.751	0.482	0.565	0	0.768	1.177	0.554	0.429	0	0.445	0.611	0	0.773	0.572	0.654	0	0.858	1.266	0.644	0.519	0	0.534	0.701	0	0.862	0.282	0.364	0	0.568	0.976	0.354	0.229	0	0.244	0.411	0	0.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.822	1.904	0	2.108	2.516	1.894	1.769	0	1.784	1.951	0	2.112	1.469	1.551	0	1.755	2.163	1.541	1.416	0	1.432	1.598	0	1.76	0.38	0.463	0	0.666	1.075	0.452	0.327	0	0.343	0.509	0	0.671	0.19	0.272	0	0.476	0.884	0.262	0.137	0	0.152	0.319	0	0.481
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	0.197	0.279	0	0.483	0.891	0.269	0.144	0	0.159	0.326	0	0.487	0.66	0.742	0	0.946	1.354	0.732	0.607	0	0.622	0.789	0	0.951	0.561	0.643	0	0.847	1.255	0.633	0.508	0	0.523	0.69	0	0.851	0.276	0.358	0	0.562	0.97	0.348	0.223	0	0.238	0.405	0	0.567	0.197	0.279	0	0.482	0.891	0.269	0.144	0	0.159	0.326	0	0.487	0.244	0.326	0	0.53	0.938	0.316	0.191	0	0.206	0.373	0	0.535	0.085	0.168	0	0.371	0.78	0.157	0.032	0	0.048	0.214	0	0.376	0.228	0.31	0	0.514	0.922	0.3	0.175	0	0.19	0.357	0	0.518	0.324	0.406	0	0.61	1.018	0.396	0.271	0	0.286	0.453	0	0.614	0.431	0.514	0	0.717	1.126	0.503	0.378	0	0.394	0.56	0	0.722	0.38	0.463	0	0.666	1.075	0.452	0.327	0	0.343	0.509	0	0.671	0.19	0.272	0	0.476	0.884	0.262	0.137	0	0.152	0.319	0	0.481
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	True	False	True	curated	False	0	0.416	0.535	0.35	0.427	0.362	0.509	0	0.364	0.373	0	0.484	0	1.788	1.907	1.722	1.799	1.734	1.881	0	1.735	1.745	0	1.855	0	24.942	25.061	24.876	24.953	24.888	25.035	0	24.89	24.899	0	25.01	0	0.735	0.855	0.669	0.746	0.681	0.829	0	0.683	0.693	0	0.803	0	0.683	0.802	0.617	0.694	0.629	0.776	0	0.63	0.64	0	0.75	0	3.922	4.041	3.856	3.933	3.868	4.015	0	3.87	3.879	0	3.99	0	5.073	5.192	5.007	5.084	5.019	5.166	0	5.02	5.03	0	5.14	0	3.222	3.342	3.156	3.233	3.168	3.316	0	3.17	3.18	0	3.29	0	25.892	26.011	25.826	25.903	25.838	25.985	0	25.84	25.85	0	25.96	0	19.239	19.358	19.173	19.25	19.185	19.332	0	19.186	19.196	0	19.306	0	0	0	0	0	0	0	0	0	0	0	0	0	1.763	1.882	1.697	1.774	1.709	1.856	0	1.71	1.72	0	1.83
CPI-SS0C090A257	CCL3_CCR5	simple:P10147	simple:P51681	CCL3	CCR5	True	False	True	curated	False	0	0.544	0.664	0.478	0.555	0.49	0.638	0	0.492	0.502	0	0.612	0	1.587	1.707	1.522	1.599	1.533	1.681	0	1.535	1.545	0	1.655	0	0.855	0.974	0.789	0.866	0.801	0.948	0	0.803	0.813	0	0.923	0	2.734	2.853	2.668	2.745	2.68	2.827	0	2.682	2.691	0	2.802	0	1.322	1.442	1.256	1.333	1.268	1.416	0	1.27	1.28	0	1.39	0	8.255	8.374	8.189	8.266	8.201	8.348	0	8.202	8.212	0	8.322	0	5.254	5.373	5.188	5.265	5.2	5.347	0	5.202	5.211	0	5.322	0	0	0	0	0	0	0	0	0	0	0	0	0	18.902	19.022	18.836	18.913	18.848	18.996	0	18.85	18.86	0	18.97	0	1.579	1.699	1.513	1.59	1.525	1.673	0	1.527	1.537	0	1.647	0	0	0	0	0	0	0	0	0	0	0	0	0	2.046	2.165	1.98	2.057	1.992	2.139	0	1.994	2.003	0	2.114
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	True	False	True	curated	False	0	0.351	0.47	0.285	0.362	0.297	0.444	0	0.298	0.308	0	0.418	0	3.831	3.951	3.765	3.842	3.777	3.924	0	3.779	3.789	0	3.899	0	21.011	21.13	20.945	21.022	20.957	21.104	0	20.958	20.968	0	21.078	0	0.201	0.321	0.135	0.212	0.147	0.295	0	0.149	0.159	0	0.269	0	0.178	0.297	0.112	0.189	0.124	0.271	0	0.125	0.135	0	0.245	0	0.256	0.375	0.19	0.267	0.202	0.349	0	0.203	0.213	0	0.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.289	12.408	12.223	12.3	12.235	12.382	0	12.237	12.246	0	12.357	0	15.751	15.871	15.685	15.762	15.697	15.845	0	15.699	15.709	0	15.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.76	0.574	0.651	0.586	0.734	0	0.588	0.598	0	0.708
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	0.344	0.343	0	0.357	0.344	0.475	0	0	0.356	0.341	0	0	1.716	1.715	0	1.728	1.716	1.846	0	0	1.728	1.713	0	0	24.87	24.869	0	24.883	24.87	25.001	0	0	24.882	24.867	0	0	0.664	0.663	0	0.676	0.663	0.794	0	0	0.675	0.66	0	0	0.611	0.61	0	0.623	0.611	0.741	0	0	0.623	0.608	0	0	3.85	3.849	0	3.863	3.85	3.981	0	0	3.862	3.847	0	0	5.001	5	0	5.013	5.001	5.131	0	0	5.013	4.998	0	0	3.151	3.15	0	3.163	3.15	3.281	0	0	3.162	3.147	0	0	25.82	25.819	0	25.833	25.82	25.951	0	0	25.832	25.817	0	0	19.167	19.166	0	19.18	19.167	19.297	0	0	19.179	19.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.691	1.69	0	1.703	1.69	1.821	0	0	1.703	1.688	0	0
CPI-SS03105D292	CSF1_SLC7A1	simple:P09603	simple:P30825	CSF1	SLC7A1	True	False	True	I2D	False	0.015	0.014	0	0.027	0.014	0.145	0	0	0.027	0.011	0	0	0.27	0.268	0	0.282	0.269	0.4	0	0	0.281	0.266	0	0	0.207	0.206	0	0.219	0.206	0.337	0	0	0.218	0.203	0	0	0.026	0.025	0	0.039	0.026	0.157	0	0	0.038	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0.037	0	0.05	0.037	0.168	0	0	0.05	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151	0.15	0	0.163	0.15	0.281	0	0	0.162	0.147	0	0	0.026	0.024	0	0.038	0.025	0.156	0	0	0.037	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
